prompt,categories,topic_domain,intent_type,confidence,token_count,best_model,true_category
Evaluate different database management systems (variation 467),"['coding', 'reasoning']",logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",7,GLM4.5,technical
Explain how blockchain consensus mechanisms work (variation 100),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,GLM4.5,technical
Review quantum computing developments and applications (variation 241),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",8,GLM4.5,technical
Explain how blockchain consensus mechanisms work (variation 918),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,Qwen3,technical
Analyze cybersecurity threat landscapes (variation 663),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,Qwen3,technical
Evaluate different database management systems (variation 171),"['coding', 'reasoning']",logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",7,GLM4.5,technical
Analyze cybersecurity threat landscapes (variation 122),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,Qwen3,technical
Evaluate edge computing vs cloud computing (variation 541),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",8,Qwen3,technical
Analyze network security vulnerabilities and mitigation (variation 449),['reasoning'],technical,reasoning_task,"{'category': 0.5, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4583333333333333}",8,TNG DeepSeek,technical
Evaluate data warehouse design approaches (variation 686),['reasoning'],logical,reasoning_task,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7083333333333334}",7,GLM4.5,technical
Compare different API design paradigms (variation 881),"['coding', 'reasoning']",technical,question,"{'category': 0.4, 'domain': 0.25, 'intent': 0.0, 'overall': 0.25}",7,TNG DeepSeek,technical
Compare different API design paradigms (variation 44),"['coding', 'reasoning']",technical,question,"{'category': 0.4, 'domain': 0.25, 'intent': 0.0, 'overall': 0.25}",7,GLM4.5,technical
Analyze big data processing frameworks (variation 998),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",7,Qwen3,technical
Evaluate data warehouse design approaches (variation 870),['reasoning'],logical,reasoning_task,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7083333333333334}",7,Qwen3,technical
Explain how blockchain consensus mechanisms work (variation 797),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,GLM4.5,technical
Explain cryptocurrency mining mechanisms (variation 31),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Compare different API design paradigms (variation 865),"['coding', 'reasoning']",technical,question,"{'category': 0.4, 'domain': 0.25, 'intent': 0.0, 'overall': 0.25}",7,GLM4.5,technical
Compare different machine learning frameworks (variation 472),"['coding', 'reasoning']",casual,question,"{'category': 0.525, 'domain': 0.125, 'intent': 0.0, 'overall': 0.2604166666666667}",7,GLM4.5,technical
Analyze big data processing frameworks (variation 387),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",7,GLM4.5,technical
Explain neural network architectures (variation 930),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Evaluate data warehouse design approaches (variation 599),['reasoning'],logical,reasoning_task,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7083333333333334}",7,Qwen3,technical
Analyze big data processing frameworks (variation 737),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",7,TNG DeepSeek,technical
Evaluate different database management systems (variation 120),"['coding', 'reasoning']",logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",7,GLM4.5,technical
Compare microservices vs monolithic architectures (variation 920),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",7,Qwen3,technical
Analyze big data processing frameworks (variation 701),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",7,GLM4.5,technical
Compare different version control strategies (variation 608),['coding'],technical,question,"{'category': 1.0, 'domain': 0.375, 'intent': 0.0, 'overall': 0.8541666666666666}",7,GLM4.5,technical
Compare microservices vs monolithic architectures (variation 97),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",7,Qwen3,technical
Explain distributed systems design patterns (variation 463),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.75, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.6875}",7,GLM4.5,technical
Compare different cloud computing architectures (variation 965),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",7,GLM4.5,technical
Evaluate different database management systems (variation 806),"['coding', 'reasoning']",logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",7,GLM4.5,technical
Explain how blockchain consensus mechanisms work (variation 772),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,GLM4.5,technical
Explain how blockchain consensus mechanisms work (variation 289),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,GLM4.5,technical
Explain cryptocurrency mining mechanisms (variation 917),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Compare different version control strategies (variation 62),['coding'],technical,question,"{'category': 1.0, 'domain': 0.375, 'intent': 0.0, 'overall': 0.8541666666666666}",7,GLM4.5,technical
Compare different machine learning frameworks (variation 12),"['coding', 'reasoning']",casual,question,"{'category': 0.525, 'domain': 0.125, 'intent': 0.0, 'overall': 0.2604166666666667}",7,Qwen3,technical
Analyze cybersecurity threat landscapes (variation 643),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,Qwen3,technical
Analyze cybersecurity threat landscapes (variation 106),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,Qwen3,technical
Compare different version control strategies (variation 846),['coding'],technical,question,"{'category': 1.0, 'domain': 0.375, 'intent': 0.0, 'overall': 0.8541666666666666}",7,Qwen3,technical
Compare different cloud computing architectures (variation 481),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",7,GLM4.5,technical
Analyze cybersecurity threat landscapes (variation 653),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,Qwen3,technical
Explain cryptocurrency mining mechanisms (variation 639),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Evaluate serverless computing architectures (variation 918),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",6,GLM4.5,technical
Compare microservices vs monolithic architectures (variation 384),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",7,GLM4.5,technical
Compare different machine learning frameworks (variation 997),"['coding', 'reasoning']",casual,question,"{'category': 0.525, 'domain': 0.125, 'intent': 0.0, 'overall': 0.2604166666666667}",7,GLM4.5,technical
Explain how blockchain consensus mechanisms work (variation 258),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,Qwen3,technical
Explain neural network architectures (variation 490),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Assess the performance of various sorting algorithms (variation 529),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",9,Qwen3,technical
Assess the performance of various sorting algorithms (variation 708),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",9,Qwen3,technical
Analyze network security vulnerabilities and mitigation (variation 87),['reasoning'],technical,reasoning_task,"{'category': 0.5, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4583333333333333}",8,TNG DeepSeek,technical
Review quantum computing developments and applications (variation 960),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",8,GLM4.5,technical
Evaluate different database management systems (variation 493),"['coding', 'reasoning']",logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",7,GLM4.5,technical
Analyze big data processing frameworks (variation 4),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",7,GLM4.5,technical
Compare different API design paradigms (variation 867),"['coding', 'reasoning']",technical,question,"{'category': 0.4, 'domain': 0.25, 'intent': 0.0, 'overall': 0.25}",7,Qwen3,technical
Compare microservices vs monolithic architectures (variation 801),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",7,GLM4.5,technical
Explain container orchestration with Kubernetes (variation 11),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.4, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",7,Qwen3,technical
Assess the performance of various sorting algorithms (variation 700),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",9,GLM4.5,technical
Evaluate data warehouse design approaches (variation 628),['reasoning'],logical,reasoning_task,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7083333333333334}",7,GLM4.5,technical
Compare different API design paradigms (variation 545),"['coding', 'reasoning']",technical,question,"{'category': 0.4, 'domain': 0.25, 'intent': 0.0, 'overall': 0.25}",7,Qwen3,technical
Review quantum computing developments and applications (variation 475),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",8,TNG DeepSeek,technical
Evaluate edge computing vs cloud computing (variation 848),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",8,GLM4.5,technical
Explain how blockchain consensus mechanisms work (variation 496),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,GLM4.5,technical
Analyze cybersecurity threat landscapes (variation 9),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,Qwen3,technical
Analyze software testing methodologies (variation 940),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,Qwen3,technical
Explain distributed systems design patterns (variation 208),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.75, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.6875}",7,GLM4.5,technical
Explain how blockchain consensus mechanisms work (variation 513),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,GLM4.5,technical
Analyze cybersecurity threat landscapes (variation 951),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,Qwen3,technical
Explain cryptocurrency mining mechanisms (variation 786),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,TNG DeepSeek,technical
Explain how blockchain consensus mechanisms work (variation 339),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,Qwen3,technical
Explain distributed systems design patterns (variation 387),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.75, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.6875}",7,GLM4.5,technical
Evaluate different database management systems (variation 695),"['coding', 'reasoning']",logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",7,GLM4.5,technical
Compare different version control strategies (variation 690),['coding'],technical,question,"{'category': 1.0, 'domain': 0.375, 'intent': 0.0, 'overall': 0.8541666666666666}",7,GLM4.5,technical
Explain how blockchain consensus mechanisms work (variation 623),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,GLM4.5,technical
Compare microservices vs monolithic architectures (variation 784),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",7,Qwen3,technical
